MeasureID,GeoType,GeoID,Time,ban_summary_flag,Value,CI,Note,DisplayValue,MeasureName
651,Borough,1,2015-2017,0,21.0,,,21.0,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,1,2012-2014,0,15.4881,,,15.5,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,1,2009-2011,0,18.8,,,18.8,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,1,2005-2007,0,31.3,,,31.3,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,2,2015-2017,0,18.2,,,18.2,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,2,2012-2014,0,14.8043,,,14.8,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,2,2009-2011,0,20.6,,,20.6,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,2,2005-2007,0,29.3,,,29.3,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,3,2015-2017,0,14.6,,,14.6,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,3,2012-2014,0,12.2617,,,12.3,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,3,2009-2011,0,15.0,,,15.0,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,3,2005-2007,0,22.4,,,22.4,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,4,2015-2017,0,15.5,,,15.5,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,4,2012-2014,0,11.06,,,11.1,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,4,2009-2011,0,15.8,,,15.8,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,4,2005-2007,0,21.8,,,21.8,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,5,2015-2017,0,17.0,,,17.0,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,5,2012-2014,0,12.393,,,12.4,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,5,2009-2011,0,16.3,,,16.3,"PM2.5 health burden (heart), Estimated annual rate"
651,Borough,5,2005-2007,0,25.2,,,25.2,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,101,2015-2017,0,18.2,,,18.2,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,101,2012-2014,0,14.0108,,,14.0,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,101,2009-2011,0,18.3,,,18.3,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,101,2005-2007,0,28.2,,,28.2,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,102,2015-2017,0,18.5,,,18.5,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,102,2012-2014,0,12.9609,,,13.0,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,102,2009-2011,0,16.2,,,16.2,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,102,2005-2007,0,25.9,,,25.9,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,103,2015-2017,0,21.2,,,21.2,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,103,2012-2014,0,14.5324,,,14.5,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,103,2009-2011,0,18.8,,,18.8,"PM2.5 health burden (heart), Estimated annual rate"
651,UHF42,103,2005-2007,0,30.6,,,30.6,"PM2.5 health burden (heart), Estimated annual rate"
